Hauptkategorie (neu);Unterkategorie (neu);Top-Rang;Relevanz 1-5;Produktname;Bild;Beschreibung (max. 500 Zeichen);Feature / USP (Hauptbotschaft);Sekundäre Information;Link Ferronato-Shop;Sparte/Farbe;Preis CHF exkl. MwSt;Art.-Nr.;Verfügbarkeit;Alte Shop-Unterkategorie;Begründung Top
11 Arbeitsschutz (PSA);Augen- & Gehörschutz;;2;Schutzbrille für Brillenträger;https://shop.ferronato.ch/images/product/large/1872.jpg;Schutzbrille TOURSPEC aus kratzfestem, farblosem Polycarbonat, Frontpartie und Seitenschutz aus einem Stück. Grosszügige Überbrille, geeignet über einer Korrektur-Brille, vor allem als Besucherbrille.;Überbrille für Brillenträger, passt über die eigene Korrekturbrille.;Preis CHF 8.90, vor allem für Besucher auf der Baustelle.;https://shop.ferronato.ch/de/product/1872/schutzbrille-f-r-brillentr-ger?CatID=216;Plattenleger;8.9;090-038;ab Lager;PSA Plattenleger;Günstige Zusatzbrille, eher Ergänzung als Kernartikel.
11 Arbeitsschutz (PSA);Handschuhe & Schutzärmel;5;4;PSA Schutzhandschuhe SHOWA 380;https://shop.ferronato.ch/images/product/large/5635.jpg;Arbeitshandschuh SHOWA 380 mit Nitrilschaum-Handfläche, elastischem Bündchen, öl- und wasserabweisend, atmungsaktiv, nahtlos verarbeitet. Für nasse und trockene Umgebungen, präzises Tastgefühl. Grössen 7/M, 8/L, 9/XL.;Griffsicherer Allround-Handschuh für nasse und trockene Baustellenarbeit.;Grössen M, L, XL erhältlich, günstiger Preis.;https://shop.ferronato.ch/de/product/5635/psa-schutzhandschuhe-showa-380?CatID=216;Plattenleger;5.2;;;PSA Plattenleger;SHOWA 380 Schutzhandschuhe, bewährter Griff bei nassen Platten.
11 Arbeitsschutz (PSA);Handschuhe & Schutzärmel;;4;PSA Nitril Handschuhe schwarz, Box à 100Stk, Grösse M/L/XL;https://shop.ferronato.ch/images/product/large/6837.jpg;Nitril-Einweghandschuhe Safe Light schwarz, Box mit 100 Stück (50 Paar), öl- und fettbeständig, texturierte Fingerspitzen, mit Rollrand. Schutz vor Spritzern bei Arbeiten mit Flüssigkeiten. Grössen M, L, XL.;Robuste, öl- und fettbeständige Einweghandschuhe für die Baustelle.;100 Stück pro Box, Grössen M/L/XL einzeln bestellbar, Preis CHF 15.00.;https://shop.ferronato.ch/de/product/6837/psa-nitril-handschuhe-schwarz-box-100stk-gr-sse-m-l-xl?CatID=216;Plattenleger / schwarz;15.0;;;PSA Plattenleger;Verbrauchsartikel mit hoher Kaufhäufigkeit, wird laufend nachbestellt.
11 Arbeitsschutz (PSA);Handschuhe & Schutzärmel;;2;Schutzärmel PVC grau Paar Gr;https://shop.ferronato.ch/images/product/large/1203.jpg;Schutzärmel aus grauem PVC-Kunstleder, im Paar, Standardgrösse. Schützt Unterarm und Ellbogen vor Wasserspritzern und Feuchtigkeit.;Schützt Arme beim Verlegen vor Nässe und Spritzern.;Paarweise, Standardgrösse, Preis CHF 14.30.;https://shop.ferronato.ch/de/product/1203/schutz-rmel-pvc-grau-paar-gr?CatID=216;Plattenleger / grau;14.3;090-040;ab Lager;PSA Plattenleger;PSA-Zubehör, wird nicht von allen regelmässig gebraucht.
11 Arbeitsschutz (PSA);Handschuhe & Schutzärmel;;2;Schutzärmel PVC grün Paar;https://shop.ferronato.ch/images/product/large/2421.jpg;Schutzärmel aus grünem PUR-Kunstleder, Paar, Standardgrösse, schützt Unterarm und Ellbogen vor Wasserspritzern und Feuchtigkeit.;Schützt Arme beim Verlegen vor Nässe und Spritzern.;Paarweise, Standardgrösse, Preis CHF 18.00.;https://shop.ferronato.ch/de/product/2421/schutz-rmel-pvc-gr-n-paar?CatID=216;Plattenleger / grün;18.0;090-014;ab Lager;PSA Plattenleger;PSA-Zubehör, wird nicht von allen regelmässig gebraucht.
11 Arbeitsschutz (PSA);Knieschoner & Rückenstütze;1;5;Knieschoner schwarz durchstichfest;https://shop.ferronato.ch/images/product/large/6058.jpg;Knieschoner schwarz, durchstichfest bis 250 N, Befestigungsriemen 5 cm breit, per Paar.;Durchstichfester Knieschutz für kniendes Arbeiten auf der Baustelle.;Verkauf pro Paar, breiter 5 cm Riemen.;https://shop.ferronato.ch/de/product/6058/knieschoner-schwarz-durchstichfest?CatID=216;Plattenleger / schwarz;39.5;090-100;Nicht an Lager;PSA Plattenleger;Knieschoner durchstichfest, Pflichtausrüstung und meistverkaufte PSA-Position.
11 Arbeitsschutz (PSA);Knieschoner & Rückenstütze;2;5;Knieschoner Poly;https://shop.ferronato.ch/images/product/large/6059.jpg;Knieschoner Poly, stark rutschhemmend, extrem hoher Tragekomfort, per Paar, waschbar bei 30 Grad.;Rutschhemmender Komfort-Knieschoner, waschbar bei 30 Grad.;Verkauf pro Paar.;https://shop.ferronato.ch/de/product/6059/knieschoner-poly?CatID=216;Plattenleger;87.0;090-102;Nicht an Lager;PSA Plattenleger;Knieschoner Poly als leichte Alternative, ebenfalls Dauerläufer.
11 Arbeitsschutz (PSA);Knieschoner & Rückenstütze;;3;Rückenstützgürtel Gr. M-XL;https://shop.ferronato.ch/images/product/large/131.png;Elastischer Rückenstützgürtel mit Klettverschluss, Grösse M-XL, verstellbares Klettband, schwarz.;Entlastet den Rücken bei schwerem Heben auf der Baustelle.;Grössen 090-094 M, 090-096 L, 090-098 XL, ab CHF 59.10.;https://shop.ferronato.ch/de/product/131/r-ckenst-tzg-rtel-gr-m-xl?CatID=216;Plattenleger / schwarz;59.1;;;PSA Plattenleger;Regelmässig genutzte PSA gegen Rückenbelastung, kein Massenartikel.
12 Baustellenbedarf & Verbrauch;Abdeckvlies & Klebeband;1;4;FERROSIL Abdeckvlies Rolle PRO 1mx50m 180gr./m2 Premium Qualität;https://shop.ferronato.ch/images/product/large/7982.png;"Selbsthaftendes Abdeckvlies ""PRO"" in Premiumqualität zum Schutz von Böden, Möbeln, Treppen und Fenstern. Oberseite mit PE-Folie kaschiert, rutschfest, leichtes Handling, nur auf trockenen Flächen anwendbar. Rolle 1x50 m, Flächengewicht 180 g/m².";Premium-Abdeckvlies mit PE-Folie für sicheren Rundumschutz auf der Baustelle.;Rollenmass 1x50 m, Flächengewicht 180 g/m², Preis CHF 64.20.;https://shop.ferronato.ch/de/product/7982/ferrosil-abdeckvlies-rolle-pro-1mx50m-180gr-m2-premium-qualit-t?CatID=216;Plattenleger / weiss;64.2;100-083 VLIES P;Nicht an Lager;Plattenleger (Hauptkategorie);FERROSIL Abdeckvlies PRO 180 g, beste Qualität zum Schutz fertiger Böden.
12 Baustellenbedarf & Verbrauch;Abdeckvlies & Klebeband;2;4;FERROSIL Abdeckvlies Rolle atmungsaktiv 1mx50m 140gr./m2;https://shop.ferronato.ch/images/product/large/7981.jpg;Diffusionsoffenes, selbsthaftendes Abdeckvlies zum Schutz frisch verlegter Böden im Innenbereich vor Schmutz, Kratzern und Druckstellen. Oberseite wasserundurchlässig, Unterseite selbstklebend und rutschfest, ideal für Untergründe, die noch Feuchtigkeit abgeben. Rolle 1x50 m, Flächengewicht 160 g/m², Stärke 2 mm, Farbe blau, wiederverwendbar.;Schützt frisch verlegte Böden und lässt gleichzeitig Restfeuchte entweichen.;Rollenmass 1x50 m, wiederverwendbar, Farbe blau, Preis CHF 65.90.;https://shop.ferronato.ch/de/product/7981/ferrosil-abdeckvlies-rolle-atmungsaktiv-1mx50m-140gr-m2?CatID=216;Plattenleger / blau;65.9;100-083 VLIES B;Nicht an Lager;Plattenleger (Hauptkategorie);FERROSIL Abdeckvlies atmungsaktiv 140 g, Standardrolle für jede Baustelle.
12 Baustellenbedarf & Verbrauch;Abdeckvlies & Klebeband;4;3;tesa 4342 Hochtemperatur-Präzisionskrepp Premium 50mx38mm;https://shop.ferronato.ch/images/product/large/7040.jpg;Tesa 4342 Hochtemperatur-Präzisionskrepp für scharfe, präzise Abdeckkanten, temperaturbeständig bis 150°C/30 Min. Geeignet für Innen- (bis 2 Monate) und Aussenbereich (bis 3 Wochen), wasser- und lösemittelbasierte Lacksysteme. Format 50 m x 38 mm.;Präzises Abdeckband für scharfe Kanten bei Maler- und Lackierarbeiten.;Format 50 m x 38 mm, Preis CHF 8.65.;https://shop.ferronato.ch/de/product/7040/tesa-4342-hochtemperatur-pr-zisionskrepp-premium-50mx38mm?CatID=216;Plattenleger;8.65;100-085;Nicht an Lager;Plattenleger (Hauptkategorie);tesa 4342 Präzisionskrepp, Standardklebeband für saubere Silikonfugen.
12 Baustellenbedarf & Verbrauch;Abdeckvlies & Klebeband;;4;FERROSIL Abdeckvlies Rolle Classic 1mx50m 120gr./m2;https://shop.ferronato.ch/images/product/large/7983.png;"Selbsthaftendes Abdeckvlies ""Classic"" für Böden und Treppen im Innen- und Aussenbereich, kostengünstige Einstiegsqualität. Unterseite mit rückstandsfreiem Kleber, Oberseite mit wasserdichter, rutschsicherer Folie. Rolle 1x50 m, Flächengewicht 120 g/m².";Kostengünstiges Einstiegs-Abdeckvlies mit rückstandsfreiem Kleber.;Rollenmass 1x50 m, Flächengewicht 120 g/m², Preis CHF 52.50.;https://shop.ferronato.ch/de/product/7983/ferrosil-abdeckvlies-rolle-classic-1mx50m-120gr-m2?CatID=216;Plattenleger / weiss;52.5;100-083 VLIES C;Nicht an Lager;Plattenleger (Hauptkategorie);Günstiges, oft gekauftes Verbrauchsmaterial für den Bodenschutz.
12 Baustellenbedarf & Verbrauch;Bürsten;;2;Drahtbürste Zeintra;https://shop.ferronato.ch/images/product/large/2036.png;Drahtbürste Zeintra, 1 bis 5 Reihen, Stahldraht schwarz glatt 0.3 mm, Länge 230 mm, Höhe 30 mm, Schweizer Fabrikat.;Solide Drahtbürste zum Reinigen und Entfernen von Rückständen.;Reihenzahl 1 bis 5 wählbar, ab CHF 6.55.;https://shop.ferronato.ch/de/product/2036/drahtb-rste-zeintra?CatID=216;Plattenleger;6.55;;;Plattenleger (Hauptkategorie);Nützliches, aber austauschbares Reinigungswerkzeug.
12 Baustellenbedarf & Verbrauch;Bürsten;;1;Messingdrahtbürste Zeintra 3 Reihen;https://shop.ferronato.ch/images/product/large/4570.png;Messingdrahtbürste, Swiss Made, gewellter Messingdraht, 3 Reihen, Breite 30 mm, Besatzlänge 145 mm, Länge 290 mm. Für die Reinigung von noch nicht stark angerosteten Teilen.;Sanfte Reinigung leicht angerosteter Metallteile ohne Beschädigung der Oberfläche.;Swiss Made, 3-reihig, Gesamtlänge 290 mm.;https://shop.ferronato.ch/de/product/4570/messingdrahtb-rste-zeintra-3-reihen?CatID=216;Plattenleger;18.2;100-192;Nicht an Lager;Plattenleger (Hauptkategorie);Nischenwerkzeug für Reinigung, keine tägliche Anwendung.
12 Baustellenbedarf & Verbrauch;Putzlappen & Handreinigung;3;3;Putzlappen Trikotstoff 5kg bunt;https://shop.ferronato.ch/images/product/large/6851.jpg;Putzlappen aus Baumwoll-Trikotstoff, bunt gemischt, in Plastik verpackt, metallfrei, vielfältig einsetzbar. Gewicht 5 kg.;Vielseitiger Putzlappen für Reinigungs- und Wischarbeiten auf der Baustelle.;5-kg-Gebinde, auch in weiss erhältlich, Preis CHF 16.90.;https://shop.ferronato.ch/de/product/6851/putzlappen-trikotstoff-5kg-bunt?CatID=216;Plattenleger;16.9;100-230 B;ab Lager;PSA Plattenleger;Putzlappen Trikot 5 kg bunt, laufender Verbrauchsartikel.
12 Baustellenbedarf & Verbrauch;Putzlappen & Handreinigung;;3;Putzlappen Trikotstoff 5kg weiss;https://shop.ferronato.ch/images/product/large/6852.jpg;Putzlappen aus Baumwoll-Trikotstoff, weiss, in Plastik verpackt, metallfrei, vielfältig einsetzbar. Gewicht 5 kg.;Fusselarmer, weisser Putzlappen für saubere Reinigungs- und Poliergänge.;5-kg-Gebinde, auch bunt erhältlich, Preis CHF 24.20.;https://shop.ferronato.ch/de/product/6852/putzlappen-trikotstoff-5kg-weiss?CatID=216;Plattenleger / weiss;24.2;100-230 W;ab Lager;PSA Plattenleger;Verbrauchsartikel mit regelmässigem Bedarf, besonders für helle Flächen.
12 Baustellenbedarf & Verbrauch;Putzlappen & Handreinigung;;2;AKEMI afin® Handwaschpaste;https://shop.ferronato.ch/images/product/large/3389.jpg;AKEMI afin Handwaschpaste, 800 g in Dose, pH-neutral, rückfettend, mit Kunststoffreibemehl statt scharfkantiger Reibkörper. Entfernt gröbste Verschmutzungen wie Öl, Russ, Graphit und Metallstaub, Tenside leicht biologisch abbaubar.;PH-neutrale Handwaschpaste für gröbste Verschmutzungen auf der Baustelle.;Gebindegrösse 800 g, Preis CHF 23.00.;https://shop.ferronato.ch/de/product/3389/akemi-afin-handwaschpaste?CatID=216;Plattenleger;23.0;020-642;ab Lager;Plattenleger (Hauptkategorie);Nützlicher Alltagsartikel, aber austauschbar mit anderen Marken.
12 Baustellenbedarf & Verbrauch;Putzlappen & Handreinigung;;2;Putztuch XXL Rollen 1Stk Blau 1000 Stk Papier 3-lagig;https://shop.ferronato.ch/images/product/large/6527.jpg;Reinigungspapierrolle KatrinClassic XXL, 3-lagig, 1000 Blatt pro Rolle, Grösse 38x38 cm, Gesamtlänge 360 m, Gewicht 7.4 kg. Material Zellulose. Verkauf nur zu 2 Stück (Verpackungseinheit).;Grosse, reissfeste Putzpapierrolle für den täglichen Baustelleneinsatz.;Preis pro Stück, Bestellung wird auf gerade Anzahl aufgerundet.;https://shop.ferronato.ch/de/product/6527/putztuch-xxl-rollen-1stk-blau-1000-stk-papier-3-lagig?CatID=216;Plattenleger / blau;61.0;100-232;ab Lager;PSA Plattenleger;Verbrauchsartikel, regelmässig aber nicht zwingend nötig.
12 Baustellenbedarf & Verbrauch;Zangen & Handwerkzeug;5;3;KNIPEX Fliesenlochzange (Papageienschnabelzange);https://shop.ferronato.ch/images/product/large/7399.jpg;Zange zum Erweitern vorgebohrter Löcher in Fliesen und Formen von Kanten nach dem Beisschnittprinzip. Länge 200 mm, schwarz atramentiert, Kopf poliert, ohne Griffhüllen. Ermöglicht Installationslöcher für Armaturen ohne Sägen.;Vergrössert vorgebohrte Löcher in Fliesen ohne Sägen, mit wenig Kraftaufwand.;Länge 200 mm, Preis CHF 29.50.;https://shop.ferronato.ch/de/product/7399/knipex-fliesenlochzange-papageienschnabelzange?CatID=216;Plattenleger;29.5;130-180;ab Lager;Plattenleger (Hauptkategorie);KNIPEX Fliesenlochzange, Klassiker zum Nacharbeiten von Ausschnitten.
12 Baustellenbedarf & Verbrauch;Zangen & Handwerkzeug;;2;KNIPEX Monierzange (Rabitz-oder Flechterzange) 250;https://shop.ferronato.ch/images/product/large/7400.png;Monierzange (Rabitz-/Flechterzange) zum Fixieren von Moniereisen mit Bindedraht. Verdrillt und schneidet Draht in einem Arbeitsgang, hoch übersetztes Gelenk, Schneiden gehärtet auf ca. 61 HRC. Zange schwarz atramentiert, Kopf poliert, 250x48x26 mm, 405 g, ohne Griffhüllen.;Verdrillt und schneidet Bindedraht in einem Arbeitsgang, kraftsparend.;Länge 250 mm, Gewicht 405 g, Preis CHF 29.50.;https://shop.ferronato.ch/de/product/7400/knipex-monierzange-rabitz-oder-flechterzange-250?CatID=216;Plattenleger;29.5;130-182 250;ab Lager;Plattenleger (Hauptkategorie);Spezialzange für Bewehrungsarbeiten, seltener im Plattenleger-Alltag.
12 Baustellenbedarf & Verbrauch;Zangen & Handwerkzeug;;2;KNIPEX Monierzange (Rabitz-oder Flechterzange) 300;https://shop.ferronato.ch/images/product/large/7401.png;Monierzange (Rabitz-/Flechterzange) zum Fixieren von Moniereisen mit Bindedraht. Verdrillt und schneidet Draht in einem Arbeitsgang, hoch übersetztes Gelenk, Schneiden gehärtet auf ca. 61 HRC. Zange schwarz atramentiert, Kopf poliert, 300x47x26 mm, 510 g, ohne Griffhüllen.;Verdrillt und schneidet Bindedraht in einem Arbeitsgang, kraftsparend.;Länge 300 mm, Gewicht 510 g, Preis CHF 37.90.;https://shop.ferronato.ch/de/product/7401/knipex-monierzange-rabitz-oder-flechterzange-300?CatID=216;Plattenleger;37.9;130-182 300;ab Lager;Plattenleger (Hauptkategorie);Spezialzange für Bewehrungsarbeiten, seltener im Plattenleger-Alltag.
12 Baustellenbedarf & Verbrauch;Zangen & Handwerkzeug;;2;KRAFTWERK Schlosserhammer;https://shop.ferronato.ch/images/product/large/6135.jpg;Schlosserhammer mit Fiberglasstiel, gummiertem ergonomischem Handgriff, Kopfgewicht 500 g, Gesamtlänge 320 mm, Gesamtgewicht 750 g. Allzweckhammer für Werkstatt und Baustelle.;Leichter Allzweckhammer mit Fiberglasstiel für ermüdungsfreies Arbeiten.;Kopfgewicht 500 g, Gesamtgewicht 750 g.;https://shop.ferronato.ch/de/product/6135/kraftwerk-schlosserhammer?CatID=216;Plattenleger;24.4;130-118;ab Lager;Plattenleger (Hauptkategorie);Nützliches Allzweckwerkzeug, kein plattenlegerspezifisches Kernprodukt.
12 Baustellenbedarf & Verbrauch;Zangen & Handwerkzeug;;2;Malerspachtel;https://shop.ferronato.ch/images/product/large/2025.png;Malerspachtel, 50 bis 80 mm breit, Blatt aus gehärtetem und konisch geschliffenem Stahl, mit Holzheft.;Robuster Stahlspachtel für Maler- und Verputzarbeiten.;Breiten 50, 60 und 80 mm, ab CHF 5.25.;https://shop.ferronato.ch/de/product/2025/malerspachtel?CatID=216;Plattenleger;5.25;;;Plattenleger (Hauptkategorie);Günstiges Kleinwerkzeug, nur teilweise für Plattenleger relevant.
12 Baustellenbedarf & Verbrauch;Zangen & Handwerkzeug;;2;RUTHE Gipserbeil Stahlrohr VPA;https://shop.ferronato.ch/images/product/large/7384.jpg;Gipserbeil mit Stahlrohrgriff, VPA/GS geprüft, Kopf schwarz lackiert, geschliffene Schneide, geraute Bahn, mit Flaschenöffner und Nagelzug. Länge 318 mm.;VPA/GS-geprüftes Gipserbeil mit Flaschenöffner und Nagelzug in einem Werkzeug.;Länge 318 mm, aus Qualitätsstahl, Kopf schwarz lackiert.;https://shop.ferronato.ch/de/product/7384/ruthe-gipserbeil-stahlrohr-vpa?CatID=216;Plattenleger;36.9;040-841;ab Lager;Plattenleger (Hauptkategorie);Nischenwerkzeug für Gipser, für Plattenleger nur gelegentlich im Einsatz.
12 Baustellenbedarf & Verbrauch;Zangen & Handwerkzeug;;1;Stukkateurspachtel 25mm;https://shop.ferronato.ch/images/product/large/3460.png;Stukkateurspachtel 25 mm, zweiseitig, flach und spitz, erstklassiger Stahl, Blätter geschliffen, Griff mit Plastiküberzug.;Zweiseitiger Feinspachtel für präzise Ausbesserungsarbeiten.;Breite 25 mm, Preis CHF 7.65.;https://shop.ferronato.ch/de/product/3460/stukkateurspachtel-25mm?CatID=216;Plattenleger;7.65;100-118;ab Lager;Plattenleger (Hauptkategorie);Kleines Spezialwerkzeug, nur teilweise für Plattenleger relevant.
13 Sanitär-Montage;Spülkasten-Betätigung;2;2;EdPlit versteckter Spühlkasten Betätigung M1 Geberit;https://shop.ferronato.ch/images/product/large/7949.png;Versteckter Toilettenspülknopf M1 von EdPlit für den flächenbündigen Einbau hinter Fliesen, kompatibel mit Geberit. Inklusive Spülmechanismus, Justierwerkzeuge und Schneid-Zubehör, mit Verbrauchsmaterial. Für präzises, wassersparendes und minimalistisches Baddesign.;Flächenbündige Spültaste, verschwindet vollständig hinter den Fliesen.;Kompatibel mit Geberit, inkl. Verbrauchsmaterial, Preis CHF 349.00.;https://shop.ferronato.ch/de/product/7949/edplit-versteckter-sp-hlkasten-bet-tigung-m1-geberit?CatID=216;Plattenleger;349.0;140-110 M1;ab Lager;EdPlit;EdPlit versteckte Spülkasten-Betätigung M1 für Geberit, häufigste Variante.
13 Sanitär-Montage;Spülkasten-Betätigung;;2;EdPlit versteckter Spühlkasten Betätigung M4 Geberit;https://shop.ferronato.ch/images/product/large/7954.png;Vollständig verdeckt hinter Fliesen installierbarer Spültaster M4 von EdPlit. Set mit Spülmechanismus, Justierkomponenten und Installationsteilen, mit Verbrauchsmaterial. Kompatibel mit Geberit Sigma, Delta, Omega sowie Alcaplast, Viega, Vitra, Tece, Noken, JomoTech und Cersanit.;Flächenbündige Spültaste, kompatibel mit fast allen gängigen Spülsystemen.;Kompatibel mit 9 Installationssystemen, inkl. Verbrauchsmaterial, Preis CHF 399.00.;https://shop.ferronato.ch/de/product/7954/edplit-versteckter-sp-hlkasten-bet-tigung-m4-geberit?CatID=216;Plattenleger;399.0;140-112 M4;ab Lager;EdPlit;Spezialisiertes Sanitärprodukt für ein Nischensegment im Design-Bad.
13 Sanitär-Montage;Versteckte Handtuchhalter;1;2;EdPlit 3Stk. Verstecktes Handtuchhalter-Set;https://shop.ferronato.ch/images/product/large/7850.jpg;Versteckt in der Fliesenwand montiertes Handtuchhalter-Set mit 3 verdeckten Haken. Lieferumfang: Lochsäge 25 mm für präzise Fliesenschnitte, alle Befestigungs- und Montagezubehörteile sowie Montageanleitung.;Handtuchhaken verschwinden vollständig in der gefliesten Wand, inkl. Lochsäge.;3 Haken zur Wahl, inkl. Lochsäge 25 mm, Preis CHF 88.00.;https://shop.ferronato.ch/de/product/7850/edplit-3stk-verstecktes-handtuchhalter-set?CatID=216;Plattenleger;88.0;140-100;ab Lager;EdPlit;EdPlit verstecktes Handtuchhalter-Set 3-teilig, gefragte Montagelösung im Bad.
13 Sanitär-Montage;Versteckte Handtuchhalter;;2;EdPlit 5Stk. Verstecktes Handtuchhalter-Set;https://shop.ferronato.ch/images/product/large/7851.jpg;Versteckt in der Fliesenwand montiertes Handtuchhalter-Set mit 5 verdeckten Haken. Lieferumfang: Lochsäge 25 mm für präzise Fliesenschnitte, alle Befestigungs- und Montagezubehörteile sowie Montageanleitung.;Handtuchhaken verschwinden vollständig in der gefliesten Wand, inkl. Lochsäge.;5 Haken zur Wahl, inkl. Lochsäge 25 mm, Preis CHF 129.00.;https://shop.ferronato.ch/de/product/7851/edplit-5stk-verstecktes-handtuchhalter-set?CatID=216;Plattenleger;129.0;140-101;Nicht an Lager;DISTAR Technik;Nischenprodukt für Sanitärmontage, spezielles Design-Segment.
